followpa,readnews,tvnews,internet,contact,attend,contrib,workpol,joinint,regist,vote,union,profsoc,relorg,fratgrp,servgrp,polgrp,vetgrp,collgrp,neihgrp,schlgrp,ythgrp,sprtgrp,feegrps,board,attnrel,trustoff,obggrps,oppsucc,incdiff,haves,ineqinc,ineqfut,curinc,achieve,hardwork,classdiv,afirmact,upmobil,dwnmobil,gvtdomor,govtprog,headst,medicaid,fdstamp,welfare1,pubhous,schaid,collgrnt,socsec,medicare,medaid2,welfare2,eitc,collgrt2,stuloans,vetben,unemploy,govtpen,wrkcomp,fdstmp2,pubhou2,busloan,gibill,mtgdedt,headst2,wic,disabity,ptyid,politics,pres,longlive,worksit,healthin,maritial,children,race,econsit,feconsit,parents,coecosit,educ,agerec,courtnew,partback,judgelec,votejude,stjudele,goodjudg,coconfli,viewjudg,judgshie,judbckgr,ampeople,corctdec,judgacct,persbelf,mediacov,income,sexrec,tzone,agegrp,allwt,socsecsf,medcrsf,medcdsf,welfself,EITCself,colgself,stulnsel,vetbself,unempsel,govpensf,wkcmpsef,fdstpsel,pubhsslf,buslnsf,gibilsef,mtgdself,hdstrtsf,wicself,disblsef,soccitzn,soccit2,grntloan,votealwy,votescal,meantest,nonmeans,educrcd,incomercd,follorcd,trustofrd,gvtdomor2,govtprog2,unionrcd,nonmean2,meantst2,govprogr,sexrd,agerd,ptyidrd,polorit,oppsucrd,incdiffrd,havercd,ineqinrd,upmobrd,dwnmobrd,healthrcd,college,partyrd,partyrd2,govprord,income2,meantst3,over50,income4rcd
1,3,1,1,1,0,0,0,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,1,2,1,2,3,1,2,2,3,1,2,3,2,3,3,3,3,1,1,2,2,4,4,4,4,1,4,4,4,4,4,4,4,4,3,4,4,4,2,3,1,29,1,3,3,2,6,1,1,1,1,2,32,1,1,1,1,2,2,2,1,2,1,1,2,1,1,2,4,2,E,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,3,0,1,2,4,4,0,2,3,0,2,0,1,2,32,2,3,2,3,1,2,3,1,1,3,2,NA,0,4,0,0,3
2,1,1,1,1,1,0,0,0,1,3,2,2,1,2,1,2,2,2,2,2,1,1,2,1,6,2,2,3,1,1,2,1,1,3,1,2,1,1,1,1,3,1,3,2,3,2,3,NA,3,2,2,1,2,4,4,4,1,4,4,1,4,4,4,4,4,4,4,2,NA,NA,26,1,1,4,1,2,2,1,3,3,1,35,2,2,3,1,3,2,3,3,1,1,1,1,1,2,1,2,1,E,2,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,2,0,0,1,2,2,1,2,3,0,3,3,0,2,2,1,1,35,2,NA,3,1,1,2,1,1,0,NA,2,NA,0,2,2,0,2
2,1,1,1,0,0,0,0,0,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,3,1,1,1,3,1,3,1,2,1,NA,1,2,1,NA,1,1,1,2,1,2,2,2,2,4,4,4,4,3,4,4,4,1,2,4,4,4,4,4,4,4,4,4,4,1,1,5,7,1,2,2,6,1,2,3,2,2,46,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,NA,1,P,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,1,1,2,NA,3,1,3,1,1,1,1,3,1,46,NA,1,1,3,1,3,1,NA,0,2,NA,NA,1,NA,0,0,4
1,3,3,1,0,0,0,0,0,4,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,NA,2,2,3,1,2,2,2,3,1,1,NA,2,NA,2,1,1,1,1,2,1,1,1,2,4,4,4,4,4,2,4,1,4,4,4,4,4,4,4,4,4,4,2,2,2,6,1,2,2,1,2,1,2,2,2,4,35,2,2,2,2,NA,2,3,3,1,1,2,1,2,2,2,NA,1,P,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,4,NA,4,NA,2,1,0,1,0,3,1,35,2,2,2,3,1,2,2,NA,1,3,2,NA,1,NA,0,0,4
3,5,5,1,0,0,0,0,0,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,3,1,1,1,1,3,1,1,1,2,2,1,NA,2,2,2,2,3,3,2,2,4,4,4,1,1,3,4,1,4,4,4,4,4,4,3,4,4,4,4,1,2,1,2,2,2,2,2,3,2,NA,2,4,35,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,E,2,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,5,3,1,0,2,2,2,4,2,2,0,3,NA,0,3,1,NA,2,35,NA,1,3,3,1,1,2,2,1,2,NA,NA,NA,2,0,0,2
1,5,2,2,1,1,0,0,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,3,1,NA,1,2,2,1,1,2,2,2,1,1,NA,1,1,1,1,NA,1,1,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,2,2,NA,13,6,6,1,1,2,1,1,3,2,2,32,2,2,1,1,2,3,3,2,1,NA,2,1,2,NA,2,2,2,E,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,9,3,1,1,3,5,2,2,2,4,1,3,1,0,3,4,3,2,32,2,2,2,3,1,NA,2,2,1,3,2,NA,1,2,3,0,2
2,2,1,5,0,1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,2,2,3,1,1,1,2,3,1,2,2,1,2,3,3,1,3,3,3,2,2,1,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,2,4,2,NA,2,17,1,2,2,1,2,3,2,3,3,1,41,2,2,2,1,3,2,2,1,1,2,2,2,2,2,1,2,1,M,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,2,3,1,1,3,0,0,0,1,1,41,2,NA,2,3,1,1,1,2,1,3,2,NA,0,2,0,0,2
4,4,3,4,0,0,0,0,0,4,NA,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,1,3,3,1,NA,1,1,3,2,1,1,1,1,1,1,1,1,4,2,4,4,2,4,2,4,4,4,4,4,4,4,4,4,1,4,4,NA,1,NA,2,2,5,2,1,3,3,1,3,2,4,37,3,3,1,2,NA,1,NA,2,1,1,2,2,2,NA,1,2,1,C,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,NA,NA,1,0,4,2,1,1,2,1,0,0,1,3,1,37,NA,1,2,2,1,1,1,3,1,3,NA,NA,1,2,1,0,2
1,2,1,2,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,3,1,1,1,2,2,3,3,1,1,1,3,1,1,1,1,2,3,2,1,1,1,4,1,4,4,2,1,4,4,4,3,1,2,4,2,2,10,6,1,1,1,5,1,1,1,1,3,30,2,1,1,2,NA,3,3,2,1,1,1,1,2,1,2,2,2,E,2,2,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,9,3,1,1,3,6,2,3,2,4,0,1,3,0,3,5,1,2,30,NA,2,1,1,1,2,2,2,0,3,NA,NA,0,2,4,0,2
2,4,2,1,1,0,1,0,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,6,1,2,2,3,1,1,2,1,3,NA,1,1,2,2,2,NA,2,1,1,1,1,2,1,2,2,4,4,1,2,3,2,1,4,4,4,4,4,4,3,4,4,4,2,2,2,13,1,2,2,1,2,3,2,3,1,4,47,2,2,2,1,1,2,3,2,1,2,2,2,2,2,2,4,2,E,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4,2,1,0,2,1,2,4,4,3,1,2,NA,0,3,1,NA,2,47,2,2,2,3,1,1,2,2,1,3,2,NA,NA,4,0,0,3
2,4,2,5,0,0,0,0,0,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,3,3,3,1,1,1,1,1,1,2,2,3,1,1,3,3,1,1,3,1,3,1,2,2,2,3,1,1,4,4,4,4,4,1,4,4,4,4,2,1,4,2,NA,2,34,1,3,3,1,2,1,1,2,1,3,41,3,2,1,1,3,3,3,3,1,1,1,1,2,1,2,2,2,E,2,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,5,3,1,0,1,5,0,3,2,3,1,3,3,1,0,4,1,2,41,2,NA,3,3,1,1,3,1,1,3,2,NA,0,2,3,0,2
3,4,2,1,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,3,1,1,3,2,3,1,1,1,2,3,1,3,3,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,17,3,2,1,2,2,1,1,2,2,2,25,3,2,1,1,2,3,3,1,1,1,2,2,1,1,2,3,1,I,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,3,2,1,3,3,0,0,0,1,1,25,NA,1,2,3,1,1,2,3,1,3,NA,NA,0,3,0,0,3
3,2,1,2,0,0,0,0,0,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,NA,2,1,3,3,1,1,1,2,2,1,1,3,1,1,1,1,1,1,4,4,4,4,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,2,12,1,2,2,1,3,1,1,1,2,4,35,3,NA,1,NA,NA,2,3,2,1,2,1,1,1,1,2,6,2,E,2,2,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,2,NA,0,4,6,2,0,3,1,1,0,NA,3,2,35,NA,NA,2,2,NA,2,2,2,1,3,NA,NA,1,5,0,0,4
1,4,1,1,1,0,1,0,0,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1,6,2,1,3,3,1,2,1,1,1,NA,1,1,2,2,1,1,1,2,1,2,1,3,3,2,4,4,4,4,4,4,1,4,1,4,4,4,4,4,1,4,4,4,2,1,2,31,1,2,1,2,2,1,1,2,1,4,39,2,1,1,2,NA,3,NA,2,1,1,1,2,2,1,2,NA,2,E,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,2,0,1,3,0,3,4,NA,4,0,3,1,0,3,0,3,2,39,2,1,3,3,1,2,2,2,1,1,2,NA,1,NA,0,0,4
4,3,1,4,0,0,0,0,0,3,NA,2,2,1,2,2,2,2,2,2,1,2,2,2,2,3,1,2,2,2,1,1,1,2,1,NA,1,2,2,3,1,1,1,2,3,3,3,1,1,4,4,4,4,NA,4,1,4,4,4,4,4,4,4,4,4,4,4,4,NA,2,1,27,6,3,2,1,2,2,1,1,2,2,31,3,2,1,2,NA,2,3,3,1,1,2,1,1,1,2,3,2,E,2,1,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,NA,0,2,3,1,1,3,1,0,1,NA,3,2,31,NA,2,2,2,1,1,2,3,1,3,NA,NA,1,3,0,0,3
1,1,4,4,1,1,1,0,1,1,1,2,2,1,2,1,2,2,2,1,1,1,1,2,2,3,NA,1,2,3,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,4,4,4,4,3,2,2,4,4,4,4,4,4,3,4,4,4,2,2,2,14,5,2,2,1,2,1,1,1,1,4,39,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,4,2,E,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,3,0,1,4,4,4,NA,3,2,0,2,0,2,2,39,2,2,2,3,1,1,2,2,1,3,2,NA,0,4,0,0,3
2,2,2,2,0,0,0,0,0,1,1,2,1,1,2,2,2,1,2,1,2,2,2,1,2,3,2,2,3,1,1,2,3,1,1,1,1,2,1,1,3,1,3,3,2,3,3,3,3,4,4,4,4,1,4,4,1,1,4,4,4,1,4,4,4,4,4,4,2,1,2,15,1,2,1,1,2,1,3,1,1,1,49,1,2,1,1,1,2,3,3,1,1,1,1,1,1,1,2,1,E,3,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4,2,0,1,3,2,2,1,2,3,0,1,1,0,2,2,3,1,49,2,1,3,1,1,2,1,1,1,1,2,NA,1,2,1,0,2
1,4,1,1,0,1,0,0,0,4,NA,2,1,1,2,2,2,2,2,1,1,2,1,1,2,3,1,2,1,2,1,2,1,3,2,1,1,2,1,3,3,1,1,1,1,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,3,1,5,1,2,2,1,3,1,1,1,1,4,35,2,1,3,2,NA,3,3,2,1,1,1,1,2,1,2,2,1,C,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,NA,0,1,4,2,4,1,1,1,0,1,0,3,1,35,2,3,1,2,1,2,1,3,1,3,2,NA,1,2,0,0,2
3,2,1,1,0,0,0,1,0,1,1,NA,2,1,2,2,2,2,2,1,2,1,1,1,2,5,2,2,3,NA,1,3,2,1,2,2,1,2,3,3,1,3,1,1,3,3,1,1,3,4,2,2,2,2,4,4,4,3,4,1,2,2,4,4,3,2,2,4,2,NA,2,10,7,4,1,1,1,1,1,1,1,1,39,1,2,2,1,1,2,3,3,NA,1,1,1,1,1,1,4,1,C,2,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,3,2,0,1,3,0,3,1,4,2,0,3,3,NA,3,0,1,1,39,2,NA,3,NA,1,3,3,3,1,1,2,NA,0,4,0,0,3
1,1,1,3,0,0,0,0,0,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,1,1,1,1,1,1,1,2,2,2,2,1,NA,3,2,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,26,6,2,1,2,2,3,3,3,2,2,26,2,1,1,1,3,2,1,2,1,1,1,1,1,1,2,2,1,C,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,4,0,2,1,0,0,0,3,1,26,2,2,2,3,1,1,2,2,1,3,2,NA,1,2,0,0,2
3,1,1,4,1,0,1,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,1,3,2,1,2,1,1,3,1,2,1,1,3,1,1,2,2,3,2,2,1,1,1,1,1,1,1,4,4,2,2,4,4,4,4,4,2,4,4,4,2,4,3,NA,3,2,2,1,1,2,2,2,2,3,1,35,1,1,2,1,3,2,2,3,1,2,2,1,1,1,1,2,2,P,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2,3,2,1,2,2,1,3,1,NA,2,3,3,2,35,NA,3,3,2,1,2,1,3,1,3,NA,NA,1,2,2,0,2
1,4,1,2,0,0,0,0,0,4,NA,2,2,2,2,2,2,2,2,2,2,1,1,2,2,6,2,2,1,2,2,3,1,2,2,1,1,2,3,3,1,3,2,1,2,2,2,2,2,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,2,2,10,6,1,1,2,3,2,1,2,2,2,22,2,2,1,2,NA,3,3,2,2,2,1,2,1,1,1,NA,2,P,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,2,NA,4,0,3,3,0,0,0,1,2,22,NA,2,1,2,2,3,3,3,0,2,NA,NA,0,NA,0,0,4
4,4,5,5,0,0,0,0,0,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,3,2,1,2,2,2,1,3,1,1,2,3,1,1,3,1,2,2,2,2,1,2,1,1,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,2,33,7,1,1,1,2,3,3,3,3,1,33,3,2,3,2,NA,3,3,2,1,1,1,1,1,2,2,1,2,E,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,2,1,1,1,0,3,3,0,2,0,1,2,33,NA,1,2,1,2,2,3,1,0,2,NA,NA,0,1,0,0,1
3,1,1,5,1,0,0,0,0,1,3,2,2,1,2,2,2,2,2,2,1,2,2,2,NA,3,1,2,1,3,1,2,3,2,3,1,1,2,2,2,2,3,1,2,1,3,3,1,1,2,2,4,4,3,4,NA,4,1,4,4,3,4,4,4,4,4,4,4,2,3,1,25,1,2,2,1,2,2,2,3,2,1,47,2,2,2,2,NA,2,3,1,1,2,2,1,2,2,2,2,1,E,3,1,0,0,0,0,1,0,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA,NA,0,0,1,2,1,1,2,2,1,2,3,0,NA,2,1,1,47,2,3,1,3,1,2,2,2,1,3,2,NA,0,2,1,0,2
4,4,1,5,0,0,0,0,0,3,NA,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,2,2,3,3,1,1,1,3,1,1,1,2,3,3,1,3,3,2,2,3,3,2,1,2,2,2,4,2,4,4,4,1,4,4,4,4,4,4,4,4,4,2,2,3,2,40,1,1,3,2,1,3,1,2,2,1,40,3,3,1,2,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,1,1,C,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,0,1,1,1,1,0,3,3,0,1,0,1,1,40,2,3,3,3,1,1,3,3,0,3,2,NA,0,1,0,0,1
1,1,1,1,0,1,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,3,2,2,3,3,1,1,1,1,3,2,1,1,2,1,1,1,2,1,1,2,1,1,1,2,2,2,4,1,1,1,2,3,2,4,1,2,4,2,2,4,4,2,4,NA,2,4,2,4,4,1,2,3,1,NA,3,4,40,1,1,1,1,2,3,2,3,1,1,NA,1,2,1,2,1,2,P,2,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,5,3,1,1,3,3,1,4,1,4,0,3,1,1,2,2,3,2,40,NA,NA,3,3,1,1,2,1,1,3,NA,NA,1,1,1,0,1
3,2,2,1,0,0,0,0,0,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,4,4,2,3,1,2,2,4,3,4,2,3,4,4,2,4,2,3,2,4,1,2,7,5,5,2,1,2,2,1,3,2,2,32,3,2,1,1,2,3,3,2,1,1,1,1,1,NA,2,2,2,P,2,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,5,3,0,0,1,4,1,2,2,2,1,3,2,0,1,4,2,2,32,NA,1,1,1,1,1,2,1,1,3,NA,NA,0,2,3,0,2
1,2,3,4,0,0,0,0,0,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,3,1,1,1,1,2,2,1,1,2,2,1,NA,2,2,3,2,2,2,2,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1,4,4,4,4,2,2,8,1,2,3,1,2,1,2,1,1,4,43,2,2,3,2,NA,2,2,3,1,1,2,2,2,NA,2,5,1,C,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,1,4,5,4,0,3,NA,0,2,0,NA,1,43,NA,2,2,3,1,1,2,2,1,2,NA,NA,NA,5,0,0,4
3,1,1,2,1,1,0,1,0,1,2,2,1,1,1,NA,2,2,1,1,1,2,1,1,1,3,1,2,1,1,NA,3,2,2,2,2,1,2,3,1,3,2,2,1,2,3,2,1,2,2,4,4,4,1,4,4,4,4,4,4,2,4,4,4,4,4,4,4,2,NA,2,8,1,2,2,1,2,3,3,3,3,3,38,2,2,3,1,2,3,3,3,1,1,1,1,1,1,1,2,1,E,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,3,2,2,1,1,2,0,0,1,2,1,38,2,NA,1,1,NA,3,3,1,1,2,2,NA,0,2,0,0,2
1,5,1,1,0,0,0,0,0,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,3,2,2,3,1,3,3,1,1,2,3,1,3,3,NA,NA,NA,3,3,1,1,2,2,NA,4,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,NA,2,10,2,2,2,2,2,3,2,3,2,4,46,3,1,1,1,3,3,2,2,2,1,1,1,2,1,1,2,1,C,3,NA,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,2,NA,0,4,2,4,0,1,3,0,0,NA,1,1,46,NA,NA,3,2,2,3,3,1,1,3,NA,NA,0,2,NA,0,2
1,3,1,1,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,5,2,2,3,2,1,2,3,1,1,1,2,1,2,2,1,1,1,1,1,3,2,1,1,2,2,2,2,1,1,4,4,1,4,1,2,1,4,4,4,2,2,2,4,1,2,5,2,2,1,2,5,3,1,1,3,1,32,2,1,3,2,NA,3,2,1,2,2,1,1,1,2,2,1,1,E,2,3,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,5,3,1,0,2,3,2,1,1,4,0,3,1,0,2,2,3,1,32,NA,1,3,2,1,2,2,2,1,3,NA,NA,1,1,1,0,1
1,1,1,4,1,1,1,1,0,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,3,1,1,1,NA,2,3,2,2,2,1,2,2,2,NA,2,1,1,1,1,1,NA,1,1,2,4,4,1,1,1,2,2,4,4,4,1,4,4,4,1,1,1,2,4,2,1,25,1,2,2,1,2,1,1,3,1,1,46,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,6,2,P,3,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,7,3,1,1,3,6,1,1,6,4,1,2,1,1,1,5,3,2,46,NA,2,1,NA,2,3,2,NA,1,3,NA,NA,1,5,4,0,4
3,2,2,2,1,1,1,1,0,1,1,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,NA,1,1,2,1,2,1,2,3,1,2,2,1,2,2,3,1,2,3,3,3,2,1,2,2,4,4,4,4,2,4,4,4,4,4,4,4,4,3,4,4,4,2,3,1,21,1,2,4,1,2,1,1,1,1,4,49,2,2,1,1,2,1,3,1,NA,1,2,1,2,2,1,6,2,E,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,3,0,1,4,6,2,NA,2,3,0,1,0,1,2,49,2,3,1,2,1,2,1,2,1,3,2,NA,0,5,0,0,4
1,2,1,4,1,0,0,0,0,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,2,3,1,3,1,1,1,1,2,2,2,1,2,3,1,2,3,3,2,2,2,2,2,2,2,4,3,3,2,2,2,1,2,1,2,4,3,2,3,4,2,3,1,9,1,2,2,1,2,1,2,1,1,4,35,2,2,1,2,NA,3,3,3,1,1,2,2,2,2,2,3,1,C,2,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,6,3,1,1,3,3,2,4,3,4,0,2,3,0,3,2,1,1,35,2,3,2,3,1,3,2,1,1,2,2,NA,0,3,2,0,3
1,1,2,1,1,0,0,0,0,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,NA,1,2,2,2,1,1,1,2,2,1,1,1,1,3,1,2,1,2,NA,3,3,3,3,2,2,2,4,2,2,2,4,4,4,2,4,4,4,4,3,4,4,4,4,NA,2,10,1,4,2,1,2,2,1,2,1,3,40,2,2,2,1,1,2,NA,2,1,1,NA,2,2,2,2,6,1,C,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,3,0,1,3,6,4,1,3,2,0,1,0,2,1,40,NA,NA,2,2,1,1,1,3,1,1,NA,NA,0,5,0,0,4
1,4,1,5,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,5,2,2,1,3,1,2,1,1,1,1,1,2,1,2,1,3,1,3,NA,3,2,3,3,2,2,4,4,3,4,2,2,3,2,3,4,4,4,4,4,NA,NA,NA,2,NA,2,1,1,2,2,1,2,1,2,1,3,2,29,1,1,1,2,NA,3,2,3,1,1,1,2,1,1,2,2,1,C,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,0,1,3,NA,2,2,2,4,0,3,3,1,2,NA,1,1,29,2,NA,1,3,1,2,1,2,1,1,2,NA,0,2,NA,0,2
2,2,3,1,1,0,0,0,0,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,3,1,1,1,3,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,1,2,2,4,4,3,1,1,4,3,4,4,4,4,4,4,3,4,4,4,2,2,1,37,6,2,2,1,2,2,1,2,2,2,37,3,1,2,1,3,2,2,2,1,1,1,1,2,1,2,3,2,C,2,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,5,3,1,1,3,2,2,2,3,3,1,2,2,0,3,1,2,2,37,2,2,1,3,1,1,2,2,1,3,2,NA,0,3,0,0,3
1,3,1,1,1,0,0,0,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,1,2,1,2,3,1,2,2,3,1,2,3,2,3,3,3,3,1,1,2,2,4,4,4,4,1,4,4,4,4,4,4,4,4,3,4,4,4,2,3,1,30,1,3,3,2,2,1,1,1,1,2,31,1,1,1,1,2,2,2,1,2,1,1,2,1,1,2,4,2,E,2,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,3,0,1,2,4,4,0,2,3,0,2,0,1,2,31,2,3,2,3,1,2,3,1,1,3,2,NA,0,4,0,0,3
2,3,2,1,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,1,3,1,1,2,1,2,1,1,1,3,1,1,3,1,2,2,3,1,1,1,4,4,4,2,4,4,1,4,1,4,4,4,2,4,4,4,4,4,4,4,NA,2,25,1,2,1,2,5,1,1,1,2,2,25,3,NA,1,2,NA,3,1,3,2,2,1,1,NA,2,2,2,2,E,1,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,0,1,2,2,3,0,3,3,0,2,0,1,2,25,NA,NA,1,3,1,1,3,1,1,3,NA,NA,0,2,0,0,2
2,1,1,1,1,1,0,0,0,1,3,2,2,1,2,1,2,2,2,2,2,1,1,2,1,6,2,2,3,1,1,2,1,1,3,1,2,1,1,1,1,3,1,3,2,3,2,3,NA,3,2,2,1,2,4,4,4,1,4,4,1,4,4,4,4,4,4,4,2,NA,NA,25,1,1,4,1,2,2,1,3,3,1,36,2,2,3,1,3,2,3,3,1,1,1,1,1,2,1,2,1,E,2,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,2,0,0,1,2,2,1,2,3,0,3,3,0,2,2,1,1,36,2,NA,3,1,1,2,1,1,0,NA,2,NA,0,2,2,0,2
